"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z220","2020-02-08 14:00:00","589.000","297.000","0.600","14.800","0.800","956.000","","0.000","-99.000","-99.000","-99.000","18.800","","13.100",""
"C0D560","2020-02-08 14:00:00","147.000","34.000","3.300","14.800","0.740","1007.300","","0.000","8.400","43.000","","16.900","","13.700",""
"C0I380","2020-02-08 14:00:00","258.000","273.000","2.500","23.200","0.530","989.000","","0.000","-99.000","-99.000","-99.000","23.300","","13.400",""
"C0Z020","2020-02-08 14:00:00","211.000","24.000","3.800","15.900","0.990","997.900","","0.000","-99.000","-99.000","-99.000","16.700","","15.200",""
"C0Z190","2020-02-08 14:00:00","62.000","115.000","3.500","18.000","0.780","1015.500","","0.000","-99.000","-99.000","-99.000","19.200","","17.600",""
"C0C710","2020-02-08 14:00:00","143.000","13.000","0.400","13.800","0.870","1008.700","","0.000","-99.000","-99.000","-99.000","15.000","","12.400",""
"C0D360","2020-02-08 14:00:00","523.000","318.000","0.400","12.600","0.850","961.300","","0.000","-99.000","-99.000","-99.000","13.900","","10.900",""
"C0C680","2020-02-08 14:00:00","228.000","40.000","2.800","13.200","0.770","996.200","","0.000","-99.000","-99.000","-99.000","13.800","","12.500",""
"C0X140","2020-02-08 14:00:00","17.000","5.000","1.400","22.400","0.550","1017.700","","0.000","7.500","346.000","","22.900","","14.800",""
"C0V710","2020-02-08 14:00:00","34.000","240.000","2.300","23.300","0.630","1015.600","","0.000","-99.000","-99.000","-99.000","23.600","","15.700",""
"C0G840","2020-02-08 14:00:00","32.000","9.000","3.400","20.300","0.620","1016.800","","0.000","8.900","1.000","","21.500","","13.600",""
"C0S890","2020-02-08 14:00:00","238.000","22.000","1.600","15.900","0.910","998.600","","0.000","-99.000","-99.000","-99.000","18.200","","15.800",""
"C0T820","2020-02-08 14:00:00","550.000","115.000","2.500","16.200","0.690","962.300","","0.000","-99.000","-99.000","-99.000","16.700","","14.400",""
"C0F9I0","2020-02-08 14:00:00","194.000","14.000","5.400","16.500","0.690","998.300","","0.000","12.500","23.000","","17.600","","13.300",""
"C0C650","2020-02-08 14:00:00","208.000","17.000","2.300","12.400","0.810","1000.000","","0.000","-99.000","-99.000","-99.000","13.700","","12.100",""
"C0R600","2020-02-08 14:00:00","766.000","271.000","3.300","20.000","0.790","932.800","","0.000","-99.000","-99.000","-99.000","20.300","","16.000",""
"C0R600","2020-02-08 15:00:00","766.000","281.000","2.400","19.100","0.810","932.700","","0.000","-99.000","-99.000","-99.000","20.300","","16.000",""
"C0Z320","2020-02-08 15:00:00","646.000","56.000","0.700","12.700","0.980","948.800","","8.000","-99.000","-99.000","-99.000","14.200","","12.500",""
"C0V210","2020-02-08 15:00:00","734.000","225.000","3.700","21.600","0.570","936.600","","0.000","-99.000","-99.000","-99.000","24.000","","13.500",""
"C0K470","2020-02-08 15:00:00","97.000","310.000","3.100","20.300","0.610","1008.800","","0.000","-99.000","-99.000","-99.000","22.400","","14.000",""
"C0R720","2020-02-08 15:00:00","214.000","9.000","8.400","18.900","0.830","996.400","","0.500","14.600","9.000","","20.100","","18.400",""
"C0V650","2020-02-08 15:00:00","28.000","343.000","5.200","22.900","0.600","1018.400","","0.000","-99.000","-99.000","-99.000","23.300","","14.800",""
"C0H9C0","2020-02-08 15:00:00","3402.000","304.000","1.700","-0.100","0.970","676.100","","0.500","-99.000","-99.000","-99.000","0.100","","-1.900",""
"C0U780","2020-02-08 15:00:00","15.000","325.000","2.100","16.300","0.670","1023.900","","0.000","-99.000","-99.000","-99.000","17.000","","15.700",""
"C0U760","2020-02-08 15:00:00","22.000","279.000","3.200","15.900","0.700","1023.700","","0.500","9.600","282.000","","18.700","","14.900",""
"C0X290","2020-02-08 15:00:00","10.000","18.000","7.500","18.200","0.700","1019.300","","0.000","13.900","358.000","","19.500","","15.300",""
"C0E830","2020-02-08 15:00:00","37.000","20.000","4.900","16.800","0.670","1017.700","","0.000","14.800","32.000","","17.600","","15.200",""
"C0K330","2020-02-08 15:00:00","38.000","343.000","3.500","19.100","0.610","1015.700","","0.000","9.300","339.000","","20.700","","13.700",""
"C0M660","2020-02-08 15:00:00","40.000","12.000","4.500","19.100","0.630","1016.300","","0.000","11.500","350.000","","20.300","","14.100",""
"C0D580","2020-02-08 15:00:00","120.000","148.000","0.300","15.800","0.760","1009.700","","0.000","-99.000","-99.000","-99.000","17.100","","13.500",""
"C0R640","2020-02-08 15:00:00","21.000","282.000","3.500","22.400","0.750","1018.200","","0.000","-99.000","-99.000","-99.000","22.900","","15.900",""
"C0E810","2020-02-08 15:00:00","53.000","19.000","4.700","15.500","0.770","1017.200","","0.000","12.000","31.000","","17.300","","13.800",""
"C0G830","2020-02-08 15:00:00","27.000","359.000","7.200","18.300","0.690","1015.900","","0.000","14.100","9.000","","19.600","","14.600",""
"C0A550","2020-02-08 15:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-08 15:00:00","31.000","354.000","5.800","17.800","0.680","1018.100","","0.000","14.600","8.000","","19.200","","14.700",""
"C0Z270","2020-02-08 15:00:00","343.000","17.000","0.400","14.600","0.860","984.100","","5.000","-99.000","-99.000","-99.000","15.800","","14.100",""
"C0UA30","2020-02-08 15:00:00","1397.000","0.000","0.000","7.300","1.000","867.000","","8.000","-99.000","-99.000","-99.000","8.200","","7.000",""
"C0I080","2020-02-08 15:00:00","536.000","239.000","0.900","21.000","0.590","960.600","","0.000","-99.000","-99.000","-99.000","22.100","","12.400",""
"C0UA00","2020-02-08 15:00:00","392.000","358.000","0.600","13.700","0.820","980.100","","0.000","-99.000","-99.000","-99.000","16.900","","12.700",""
"C0AD40","2020-02-08 15:00:00","32.000","95.000","1.900","15.300","0.750","1021.300","","0.000","-99.000","-99.000","-99.000","15.600","","14.000",""
"C0G900","2020-02-08 15:00:00","20.000","20.000","6.500","16.900","0.780","1017.300","","0.000","21.600","18.000","","17.300","","15.400",""
"C0S660","2020-02-08 15:00:00","794.000","69.000","0.500","13.900","0.930","933.800","","0.000","-99.000","-99.000","-99.000","16.000","","13.200",""
"C0M640","2020-02-08 15:00:00","155.000","338.000","2.300","20.600","0.610","1001.900","","0.000","7.400","2.000","","22.000","","14.200",""
"C0R660","2020-02-08 15:00:00","20.000","313.000","3.100","22.000","0.750","1018.400","","0.000","-99.000","-99.000","-99.000","22.300","","15.800",""
"C0UA10","2020-02-08 15:00:00","1711.000","0.000","0.000","6.300","1.000","836.900","","2.000","-99.000","-99.000","-99.000","8.000","","5.200",""
"C0V770","2020-02-08 15:00:00","26.000","271.000","1.800","24.300","0.530","1016.400","","0.000","-99.000","-99.000","-99.000","24.600","","15.000",""
"C0E730","2020-02-08 15:00:00","26.000","43.000","2.700","16.000","0.690","1019.200","","0.000","10.900","59.000","","17.300","","14.700",""
"C0V810","2020-02-08 15:00:00","32.000","303.000","3.800","21.600","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","21.700","","14.800",""
"C0A9C0","2020-02-08 15:00:00","35.000","31.000","2.600","16.000","0.710","1021.500","","0.000","10.500","8.000","","16.600","","15.000",""
"C0X310","2020-02-08 15:00:00","9.000","359.000","9.900","18.700","0.700","1020.500","","0.000","-99.000","-99.000","-99.000","19.300","","15.300",""
"C0K280","2020-02-08 15:00:00","23.000","352.000","7.200","18.200","0.670","1020.400","","0.000","14.600","350.000","","19.900","","14.800",""
"C0M650","2020-02-08 15:00:00","20.000","359.000","6.800","18.300","0.670","1018.600","","0.000","12.500","356.000","","20.200","","14.500",""
"C0S910","2020-02-08 15:00:00","212.000","101.000","2.800","19.900","0.990","997.200","","0.000","11.600","75.000","","20.700","","19.400",""
"C0D570","2020-02-08 15:00:00","15.000","26.000","1.000","16.200","0.750","1022.400","","0.000","7.800","24.000","","17.300","","14.500",""
"C0M710","2020-02-08 15:00:00","15.000","1.000","7.600","17.500","0.670","1019.000","","0.000","15.500","8.000","","18.900","","15.000",""
"C0V490","2020-02-08 15:00:00","20.000","359.000","2.300","22.600","0.600","1017.700","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0E870","2020-02-08 15:00:00","34.000","40.000","5.100","16.100","0.680","1021.000","","0.000","10.400","34.000","","17.400","","14.800",""
"C0M800","2020-02-08 15:00:00","440.000","204.000","1.400","22.900","0.590","969.000","","0.000","7.900","251.000","","23.700","","14.400",""
"C0A570","2020-02-08 15:00:00","360.000","0.000","0.000","12.300","0.970","983.600","","1.500","-99.000","-99.000","-99.000","12.900","","11.500",""
"C0S790","2020-02-08 15:00:00","236.000","339.000","1.000","16.800","0.930","996.500","","0.000","-99.000","-99.000","-99.000","19.800","","16.300",""
"C0D590","2020-02-08 15:00:00","143.000","47.000","4.900","14.100","0.800","1008.300","","0.000","11.300","52.000","","14.700","","13.400",""
"C0U990","2020-02-08 15:00:00","31.000","9.000","1.400","16.500","0.670","1022.400","","0.000","-99.000","-99.000","-99.000","17.600","","15.800",""
"C0M700","2020-02-08 15:00:00","150.000","347.000","1.500","21.200","0.600","1003.300","","0.000","-99.000","-99.000","-99.000","22.700","","14.500",""
"C0A970","2020-02-08 15:00:00","96.000","20.000","7.100","14.100","0.990","1014.300","","0.000","15.000","13.000","","15.800","","14.100",""
"CM0110","2020-02-08 15:00:00","7.000","29.000","7.600","17.300","0.640","1020.600","","-99.000","14.900","22.000","","18.000","","15.500",""
"C0S940","2020-02-08 15:00:00","150.000","327.000","1.600","17.100","0.850","1005.500","","0.500","-99.000","-99.000","-99.000","18.200","","16.300",""
"C0X250","2020-02-08 15:00:00","33.000","9.000","5.100","19.900","0.630","1016.500","","0.000","-99.000","-99.000","-99.000","21.500","","14.300",""
"C0K520","2020-02-08 15:00:00","10.000","17.000","6.000","17.600","0.690","1018.700","","0.000","13.700","345.000","","19.000","","15.000",""
"C0Z200","2020-02-08 15:00:00","153.000","219.000","0.900","15.600","0.990","1006.700","","2.500","-99.000","-99.000","-99.000","17.900","","15.200",""
"C0V740","2020-02-08 15:00:00","60.000","301.000","2.500","24.400","0.540","1013.200","","0.000","-99.000","-99.000","-99.000","25.500","","14.700",""
"C0V790","2020-02-08 15:00:00","410.000","240.000","4.800","24.000","0.490","971.300","","0.000","-99.000","-99.000","-99.000","25.400","","15.700",""
"C0G860","2020-02-08 15:00:00","45.000","336.000","3.400","20.900","0.530","1014.300","","0.000","-99.000","-99.000","-99.000","22.400","","14.100",""
"C0F0A0","2020-02-08 15:00:00","3587.000","198.000","9.700","-2.000","0.870","662.200","","0.500","18.700","198.000","","-1.300","","-4.200",""
"C0Z250","2020-02-08 15:00:00","1124.000","0.000","0.000","10.700","0.990","896.400","","11.500","-99.000","-99.000","-99.000","11.800","","10.400",""
"C0K440","2020-02-08 15:00:00","35.000","348.000","9.600","17.800","0.720","1016.700","","0.000","-99.000","-99.000","-99.000","18.900","","14.300",""
"C0T900","2020-02-08 15:00:00","160.000","135.000","0.600","16.100","0.790","1003.500","","2.000","-99.000","-99.000","-99.000","17.900","","14.900",""
"C0F9V0","2020-02-08 15:00:00","525.000","10.000","4.600","16.800","0.750","959.800","","0.000","-99.000","-99.000","-99.000","19.500","","11.400",""
"C0UA20","2020-02-08 15:00:00","2619.000","211.000","2.300","8.000","0.640","-99.000","","0.000","-99.000","-99.000","-99.000","11.000","","1.800",""
"C0M850","2020-02-08 15:00:00","695.000","241.000","0.300","22.800","0.610","939.600","","0.000","-99.000","-99.000","-99.000","23.500","","13.000",""
"C0I360","2020-02-08 15:00:00","300.000","273.000","4.300","21.800","0.520","983.800","","0.000","-99.000","-99.000","-99.000","21.800","","13.200",""
"C0M810","2020-02-08 15:00:00","1354.000","271.000","2.400","15.800","0.820","870.100","","0.000","-99.000","-99.000","-99.000","17.500","","11.800",""
"C0AC80","2020-02-08 15:00:00","40.000","58.000","0.400","15.600","0.740","1020.000","","0.000","-99.000","-99.000","-99.000","15.600","","14.000",""
"CM0140","2020-02-08 15:00:00","26.000","47.000","2.200","19.100","0.620","1020.200","","0.000","-99.000","-99.000","-99.000","20.800","","17.900",""
"C0SA20","2020-02-08 15:00:00","857.000","11.000","2.800","12.200","1.000","925.000","","0.000","8.300","4.000","","14.800","","12.200",""
"C0K490","2020-02-08 15:00:00","91.000","326.000","2.600","20.300","0.570","1009.400","","0.000","-99.000","-99.000","-99.000","22.000","","14.700",""
"C0V820","2020-02-08 15:00:00","441.000","206.000","1.700","23.900","0.550","970.800","","0.000","-99.000","-99.000","-99.000","25.100","","14.200",""
"C0S810","2020-02-08 15:00:00","65.000","33.000","2.200","19.200","0.700","1017.700","","0.000","8.500","65.000","","22.900","","18.200",""
"C0R580","2020-02-08 15:00:00","10.000","248.000","3.100","22.900","0.730","1018.400","","0.000","-99.000","-99.000","-99.000","23.700","","15.300",""
"C0Z330","2020-02-08 15:00:00","488.000","348.000","1.400","13.800","0.990","968.600","","1.500","-99.000","-99.000","-99.000","15.300","","13.500",""
"C0E590","2020-02-08 15:00:00","40.000","28.000","3.700","16.600","0.690","1017.000","","0.000","10.900","9.000","","18.100","","14.100",""
"C0D540","2020-02-08 15:00:00","227.000","50.000","2.000","14.700","0.790","998.000","","0.000","-99.000","-99.000","-99.000","16.200","","12.500",""
"C0K420","2020-02-08 15:00:00","42.000","13.000","4.700","18.700","0.610","1015.500","","0.000","13.700","3.000","","20.200","","13.600",""
"C0Z180","2020-02-08 15:00:00","34.000","269.000","1.400","17.000","0.820","1019.400","","0.500","-99.000","-99.000","-99.000","19.300","","17.000",""
"C0AD10","2020-02-08 15:00:00","27.000","26.000","2.600","15.600","0.710","1021.400","","0.000","8.800","28.000","","15.700","","14.400",""
"C0M720","2020-02-08 15:00:00","225.000","303.000","3.100","19.800","0.620","993.800","","0.000","-99.000","-99.000","-99.000","21.100","","13.300",""
"C0V450","2020-02-08 15:00:00","51.000","306.000","2.900","23.600","0.540","1013.400","","0.000","-99.000","-99.000","-99.000","24.800","","14.200",""
"C0R280","2020-02-08 15:00:00","242.000","64.000","3.300","19.200","0.830","993.000","","5.000","10.400","81.000","","19.800","","17.200",""
"C0E610","2020-02-08 15:00:00","850.000","313.000","0.300","13.200","0.750","925.300","","0.000","-99.000","-99.000","-99.000","14.700","","8.600",""
"C0V610","2020-02-08 15:00:00","22.000","298.000","3.000","22.800","0.630","1017.000","","0.000","-99.000","-99.000","-99.000","23.100","","14.000",""
"C0Z310","2020-02-08 15:00:00","59.000","275.000","0.900","18.100","0.730","1016.600","","0.000","-99.000","-99.000","-99.000","19.400","","17.100",""
"C0S700","2020-02-08 15:00:00","507.000","62.000","0.500","15.500","0.940","965.400","","0.500","-99.000","-99.000","-99.000","16.000","","14.500",""
"C0T9G0","2020-02-08 15:00:00","605.000","41.000","0.700","12.600","1.000","955.700","","4.500","-99.000","-99.000","-99.000","13.900","","11.900",""
"C0U520","2020-02-08 15:00:00","517.000","42.000","0.400","12.100","0.990","967.500","","0.000","-99.000","-99.000","-99.000","14.500","","11.200",""
"C0E750","2020-02-08 15:00:00","62.000","33.000","2.800","16.000","0.690","1016.400","","0.000","8.800","15.000","","17.000","","14.500",""
"C0G660","2020-02-08 15:00:00","27.000","356.000","4.200","19.700","0.600","1019.400","","0.000","9.700","4.000","","21.000","","15.000",""
"C0W140","2020-02-08 15:00:00","21.000","58.000","5.300","14.100","0.650","1023.400","","0.000","-99.000","-99.000","-99.000","14.600","","12.200",""
"C0U720","2020-02-08 15:00:00","1260.000","19.000","3.100","7.900","1.000","893.900","","1.500","-99.000","-99.000","-99.000","9.200","","7.900",""
"C0R690","2020-02-08 15:00:00","248.000","10.000","2.800","20.900","0.750","991.200","","0.500","11.300","73.000","","21.700","","17.600",""
"C0X150","2020-02-08 15:00:00","18.000","2.000","5.500","20.700","0.670","1019.700","","0.000","-99.000","-99.000","-99.000","22.400","","14.400",""
"C0Z050","2020-02-08 15:00:00","830.000","137.000","0.500","12.200","0.910","930.300","","0.000","-99.000","-99.000","-99.000","13.400","","11.900",""
"C0I490","2020-02-08 15:00:00","1601.000","252.000","4.500","18.500","0.560","845.700","","0.000","-99.000","-99.000","-99.000","20.200","","9.900",""
"C0I090","2020-02-08 15:00:00","910.000","307.000","1.700","17.700","0.760","918.300","","0.000","-99.000","-99.000","-99.000","19.000","","12.400",""
"C0X240","2020-02-08 15:00:00","394.000","330.000","0.900","20.600","0.610","975.400","","0.000","-99.000","-99.000","-99.000","21.600","","12.300",""
"C0S990","2020-02-08 15:00:00","409.000","12.000","4.800","17.400","0.850","975.200","","0.000","-99.000","-99.000","-99.000","18.400","","16.500",""
"C0E850","2020-02-08 15:00:00","104.000","26.000","1.400","16.000","0.710","1010.500","","0.000","6.900","20.000","","17.100","","13.900",""
"C0T9B0","2020-02-08 15:00:00","558.000","177.000","0.300","13.000","0.980","959.800","","6.000","-99.000","-99.000","-99.000","14.300","","12.500",""
"C0G650","2020-02-08 15:00:00","34.000","359.000","2.800","20.800","0.550","1016.300","","0.000","-99.000","-99.000","-99.000","23.300","","13.800",""
"C0K580","2020-02-08 15:00:00","26.000","356.000","4.400","19.200","0.670","1018.900","","0.000","10.300","353.000","","21.300","","14.200",""
"C0X050","2020-02-08 15:00:00","25.000","11.000","5.600","21.100","0.640","1016.200","","0.000","-99.000","-99.000","-99.000","23.000","","14.600",""
"CM0100","2020-02-08 15:00:00","25.000","74.000","3.400","16.000","0.660","1021.500","","0.000","9.500","93.000","","16.200","","15.000",""
"C0AC70","2020-02-08 15:00:00","71.000","87.000","0.500","15.900","0.700","1016.500","","0.000","-99.000","-99.000","-99.000","16.000","","14.900",""
"CM0130","2020-02-08 15:00:00","11.000","344.000","7.900","18.200","0.690","1020.000","","0.000","-99.000","-99.000","-99.000","18.700","","15.700",""
"C0W110","2020-02-08 15:00:00","16.000","-99.000","-99.000","11.800","0.650","1025.700","","0.000","-99.000","-99.000","-99.000","11.900","","10.900",""
"C0R670","2020-02-08 15:00:00","26.000","74.000","4.800","22.400","0.620","1018.200","","0.000","11.400","78.000","","24.000","","20.700",""
"C0X120","2020-02-08 15:00:00","28.000","352.000","5.300","20.300","0.660","1018.300","","0.000","-99.000","-99.000","-99.000","21.800","","14.500",""
"C0R100","2020-02-08 15:00:00","1006.000","245.000","1.700","17.200","0.760","908.000","","0.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0C700","2020-02-08 15:00:00","151.000","47.000","2.600","14.000","0.750","1007.400","","0.000","9.300","10.000","","14.500","","13.100",""
"C0K240","2020-02-08 15:00:00","1132.000","309.000","2.700","17.600","0.760","896.600","","0.000","-99.000","-99.000","-99.000","20.100","","12.400",""
"CM0190","2020-02-08 15:00:00","280.000","22.000","4.400","15.400","0.680","990.000","","0.000","12.200","8.000","","17.600","","12.200",""
"C0W130","2020-02-08 15:00:00","18.000","20.000","8.700","16.600","0.700","1018.600","","0.000","20.800","17.000","","17.800","","16.200",""
"C0F9R0","2020-02-08 15:00:00","20.000","45.000","5.700","17.100","0.750","1019.800","","0.000","14.600","57.000","","18.500","","14.800",""
"C0G780","2020-02-08 15:00:00","27.000","15.000","4.300","18.500","0.620","1017.600","","0.000","11.300","2.000","","20.100","","15.000",""
"C0C590","2020-02-08 15:00:00","72.000","29.000","3.600","14.200","0.800","1015.800","","0.000","9.000","29.000","","15.300","","13.700",""
"C0M790","2020-02-08 15:00:00","15.000","19.000","3.900","19.100","0.620","1017.600","","0.000","9.100","5.000","","20.500","","14.200",""
"C0R130","2020-02-08 15:00:00","1040.000","262.000","1.900","20.800","0.580","901.600","","0.000","-99.000","-99.000","-99.000","22.300","","13.800",""
"C0AH30","2020-02-08 15:00:00","755.000","356.000","5.100","10.200","1.000","937.900","","2.500","-99.000","-99.000","-99.000","11.600","","10.000",""
"C0X170","2020-02-08 15:00:00","50.000","8.000","2.400","23.200","0.550","1013.400","","0.000","-99.000","-99.000","-99.000","23.800","","15.200",""
"C0K291","2020-02-08 15:00:00","8.000","5.000","8.700","17.600","0.710","1020.100","","0.000","15.400","8.000","","19.100","","15.200",""
"C0F0C0","2020-02-08 15:00:00","983.000","9.000","0.300","16.600","0.760","909.100","","0.000","-99.000","-99.000","-99.000","20.100","","9.400",""
"C0U860","2020-02-08 15:00:00","5.000","61.000","0.400","16.300","0.700","1024.900","","0.000","-99.000","-99.000","-99.000","17.000","","15.800",""
"C0UA50","2020-02-08 15:00:00","808.000","315.000","2.500","8.900","1.000","931.500","","4.000","-99.000","-99.000","-99.000","10.300","","8.800",""
"C0X320","2020-02-08 15:00:00","30.000","345.000","6.700","21.000","0.620","1016.000","","0.000","-99.000","-99.000","-99.000","22.800","","14.600",""
"C0T960","2020-02-08 15:00:00","120.000","356.000","0.500","16.500","0.900","1009.200","","1.000","-99.000","-99.000","-99.000","17.800","","15.200",""
"C0SA80","2020-02-08 15:00:00","136.000","108.000","1.700","19.400","0.720","1006.200","","0.000","-99.000","-99.000","-99.000","20.900","","18.400",""
"C0E780","2020-02-08 15:00:00","160.000","330.000","0.900","16.100","0.720","1003.500","","0.000","-99.000","-99.000","-99.000","18.000","","13.700",""
"C0F9Q0","2020-02-08 15:00:00","149.000","10.000","6.200","17.700","0.680","1003.300","","0.000","14.800","27.000","","19.200","","13.900",""
"C0F9X0","2020-02-08 15:00:00","166.000","31.000","7.900","16.000","0.730","1001.600","","0.000","17.600","49.000","","17.900","","13.500",""
"C0F0D0","2020-02-08 15:00:00","3171.000","258.000","0.600","5.700","0.670","698.300","","0.000","-99.000","-99.000","-99.000","7.400","","-1.300",""
"C0S730","2020-02-08 15:00:00","110.000","28.000","10.300","19.200","0.820","1008.900","","0.500","16.900","39.000","","20.200","","18.100",""
"C0T790","2020-02-08 15:00:00","2830.000","272.000","1.600","9.100","0.540","727.900","","0.000","8.500","288.000","","10.900","","2.900",""
"C0M830","2020-02-08 15:00:00","540.000","355.000","4.500","20.700","0.610","958.600","","0.000","-99.000","-99.000","-99.000","24.500","","14.000",""
"C0V750","2020-02-08 15:00:00","50.000","350.000","2.500","24.000","0.500","1014.800","","0.000","-99.000","-99.000","-99.000","24.900","","15.200",""
"C0K530","2020-02-08 15:00:00","12.000","26.000","7.900","16.700","0.720","1019.800","","0.000","16.800","26.000","","17.700","","15.600",""
"C0M780","2020-02-08 15:00:00","30.000","33.000","3.000","19.800","0.600","1017.400","","0.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"C0V360","2020-02-08 15:00:00","94.000","332.000","1.900","25.300","0.490","1008.300","","0.000","-99.000","-99.000","-99.000","26.700","","14.600",""
"C0K510","2020-02-08 15:00:00","10.000","5.000","6.800","17.900","0.690","1018.800","","0.000","13.000","15.000","","19.600","","14.700",""
"C0D650","2020-02-08 15:00:00","97.000","41.000","5.200","14.200","0.790","1013.100","","0.000","10.600","38.000","","15.100","","13.700",""
"C0V630","2020-02-08 15:00:00","19.000","341.000","3.000","21.400","0.590","1020.000","","0.000","-99.000","-99.000","-99.000","22.100","","14.800",""
"C0U910","2020-02-08 15:00:00","17.000","327.000","2.400","16.800","0.640","1023.000","","0.000","-99.000","-99.000","-99.000","17.000","","15.600",""
"C0U600","2020-02-08 15:00:00","10.000","325.000","1.000","16.000","0.730","1023.700","","0.000","-99.000","-99.000","-99.000","17.200","","15.400",""
"C0G820","2020-02-08 15:00:00","29.000","6.000","1.100","20.100","0.630","1017.200","","0.000","10.500","10.000","","22.200","","14.100",""
"C0R590","2020-02-08 15:00:00","72.000","262.000","3.900","24.800","0.550","1010.700","","0.000","-99.000","-99.000","-99.000","25.300","","14.700",""
"C0A9E0","2020-02-08 15:00:00","26.000","25.000","1.100","16.200","0.640","1022.700","","0.000","-99.000","-99.000","-99.000","16.500","","15.200",""
"C0R480","2020-02-08 15:00:00","57.000","250.000","1.600","25.900","0.500","1012.600","","0.000","-99.000","-99.000","-99.000","25.900","","14.900",""
"C0X300","2020-02-08 15:00:00","70.000","354.000","1.400","21.400","0.600","1011.900","","0.000","-99.000","-99.000","-99.000","22.900","","14.900",""
"C0U970","2020-02-08 15:00:00","7.000","343.000","0.900","16.200","0.690","1025.500","","0.000","-99.000","-99.000","-99.000","17.000","","15.900",""
"C0R340","2020-02-08 15:00:00","230.000","24.000","4.600","20.900","0.740","993.600","","0.000","10.800","13.000","","22.900","","17.200",""
"C0M750","2020-02-08 15:00:00","10.000","9.000","8.400","18.100","0.680","1019.300","","0.000","-99.000","-99.000","-99.000","19.600","","15.000",""
"C0I110","2020-02-08 15:00:00","161.000","292.000","1.400","22.000","0.590","1002.100","","0.000","-99.000","-99.000","-99.000","23.300","","15.100",""
"C0V370","2020-02-08 15:00:00","74.000","304.000","1.500","24.300","0.530","1011.500","","0.000","-99.000","-99.000","-99.000","25.200","","14.600",""
"C0C690","2020-02-08 15:00:00","242.000","65.000","2.700","13.400","0.720","996.100","","0.000","-99.000","-99.000","-99.000","13.400","","12.400",""
"C0A540","2020-02-08 15:00:00","401.000","0.000","0.000","11.600","1.000","977.200","","1.000","-99.000","-99.000","-99.000","12.400","","11.100",""
"C0SA60","2020-02-08 15:00:00","6.000","2.000","2.100","18.700","0.770","1021.200","","0.000","-99.000","-99.000","-99.000","21.400","","18.500",""
"C0H950","2020-02-08 15:00:00","192.000","321.000","1.000","21.500","0.560","998.300","","0.000","-99.000","-99.000","-99.000","22.600","","13.800",""
"C0O960","2020-02-08 15:00:00","112.000","324.000","1.600","23.400","0.580","1006.700","","0.000","-99.000","-99.000","-99.000","24.000","","14.400",""
"C0E880","2020-02-08 15:00:00","507.000","57.000","6.300","13.900","0.870","962.500","","0.000","12.400","57.000","","15.800","","11.000",""
"C0AH10","2020-02-08 15:00:00","30.000","87.000","2.500","16.600","0.790","1021.400","","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0R680","2020-02-08 15:00:00","13.000","56.000","4.400","22.500","0.720","1019.400","","5.000","12.700","70.000","","23.000","","20.100",""
"C0X210","2020-02-08 15:00:00","38.000","359.000","5.300","19.900","0.630","1014.100","","0.000","-99.000","-99.000","-99.000","21.800","","14.600",""
"C0D430","2020-02-08 15:00:00","87.000","69.000","0.600","16.100","0.740","1012.300","","0.000","-99.000","-99.000","-99.000","17.000","","14.200",""
"C0AD30","2020-02-08 15:00:00","20.000","337.000","0.900","16.300","0.670","1020.500","","0.000","-99.000","-99.000","-99.000","16.700","","15.300",""
"C0R240","2020-02-08 15:00:00","87.000","241.000","2.200","24.300","0.610","1008.800","","0.000","-99.000","-99.000","-99.000","25.800","","13.900",""
"C0AI30","2020-02-08 15:00:00","26.000","48.000","2.100","16.300","0.720","1023.000","","0.000","-99.000","-99.000","-99.000","16.600","","15.400",""
"C0U960","2020-02-08 15:00:00","1885.000","12.000","5.300","3.700","0.990","817.800","","0.500","-99.000","-99.000","-99.000","10.500","","3.300",""
"C0T9E0","2020-02-08 15:00:00","415.000","24.000","0.600","13.600","0.920","976.300","","3.000","-99.000","-99.000","-99.000","15.500","","13.500",""
"C0D550","2020-02-08 15:00:00","1956.000","320.000","0.300","12.400","0.620","814.300","","0.000","-99.000","-99.000","-99.000","14.400","","6.300",""
"C0C630","2020-02-08 15:00:00","209.000","46.000","2.700","14.000","0.760","1000.100","","0.000","-99.000","-99.000","-99.000","14.500","","12.700",""
"C0M520","2020-02-08 15:00:00","15.000","11.000","7.000","18.700","0.640","1018.200","","0.000","-99.000","-99.000","-99.000","20.700","","14.100",""
"C0A530","2020-02-08 15:00:00","300.000","0.000","0.000","12.800","0.990","989.900","","1.500","-99.000","-99.000","-99.000","13.000","","11.700",""
"C0E820","2020-02-08 15:00:00","220.000","30.000","4.200","14.500","0.740","997.000","","0.000","9.700","39.000","","16.100","","12.800",""
