"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9S0","2020-02-08 06:00:00","43.000","3.000","2.100","15.600","0.780","1016.700","","0.000","-99.000","-99.000","-99.000","16.600","","15.600",""
"C0M820","2020-02-08 06:00:00","980.000","60.000","0.900","13.000","0.740","911.200","","0.000","-99.000","-99.000","-99.000","13.700","","12.600",""
"C0G870","2020-02-08 06:00:00","12.000","19.000","4.100","15.400","0.760","1021.400","","0.000","10.100","45.000","","16.600","","15.400",""
"C0R530","2020-02-08 06:00:00","16.000","357.000","1.500","15.900","0.860","1018.800","","0.000","-99.000","-99.000","-99.000","17.300","","15.600",""
"C0O840","2020-02-08 06:00:00","134.000","27.000","0.600","14.200","1.000","1003.000","","0.000","-99.000","-99.000","-99.000","14.800","","14.200",""
"C0A890","2020-02-08 06:00:00","40.000","0.000","0.000","-99.000","0.940","-99.000","","1.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-08 06:00:00","97.000","355.000","1.000","14.600","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","15.500","","14.500",""
"C0T9H0","2020-02-08 06:00:00","725.000","40.000","4.800","11.900","0.990","941.100","","0.500","9.800","39.000","","12.600","","11.900",""
"C0R270","2020-02-08 06:00:00","51.000","20.000","0.900","16.000","1.000","1013.600","","0.000","-99.000","-99.000","-99.000","18.400","","16.000",""
"C0O980","2020-02-08 06:00:00","18.000","12.000","1.200","14.800","0.950","1019.700","","0.000","-99.000","-99.000","-99.000","15.800","","14.800",""
"C0T9I0","2020-02-08 06:00:00","152.000","0.000","0.000","15.700","0.920","1007.300","","0.000","-99.000","-99.000","-99.000","16.600","","15.700",""
"C0V760","2020-02-08 06:00:00","30.000","32.000","2.000","15.500","1.000","1017.300","","0.000","-99.000","-99.000","-99.000","16.300","","15.500",""
"C0AG90","2020-02-08 06:00:00","25.000","129.000","0.400","15.600","0.750","1023.000","","0.000","-99.000","-99.000","-99.000","16.100","","15.500",""
"C0R570","2020-02-08 06:00:00","37.000","351.000","0.900","15.700","0.950","1014.800","","0.000","-99.000","-99.000","-99.000","17.400","","15.500",""
"C0O900","2020-02-08 06:00:00","9.000","10.000","2.100","15.000","0.990","1019.900","","0.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"C0AD00","2020-02-08 06:00:00","86.000","19.000","2.400","15.100","0.760","1016.000","","0.000","-99.000","-99.000","-99.000","16.500","","15.100",""
"C0V700","2020-02-08 06:00:00","24.000","21.000","1.800","16.000","0.900","1017.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0AH00","2020-02-08 06:00:00","38.000","360.000","2.300","14.700","0.860","1020.800","","0.000","-99.000","-99.000","-99.000","15.200","","14.500",""
"C0X080","2020-02-08 06:00:00","2.000","17.000","3.500","14.300","0.890","1020.600","","0.000","-99.000","-99.000","-99.000","15.500","","14.300",""
"C0G910","2020-02-08 06:00:00","42.000","346.000","4.600","15.300","0.860","1017.100","","0.000","-99.000","-99.000","-99.000","16.100","","15.200",""
"C0I480","2020-02-08 06:00:00","2165.000","0.000","0.000","4.900","0.990","792.300","","0.000","-99.000","-99.000","-99.000","7.100","","4.700",""
"C0A860","2020-02-08 06:00:00","362.000","359.000","2.200","11.100","0.980","982.800","","5.000","-99.000","-99.000","-99.000","12.500","","11.000",""
"C0U940","2020-02-08 06:00:00","25.000","17.000","0.300","15.300","0.810","1023.200","","0.000","-99.000","-99.000","-99.000","15.500","","15.000",""
"C0S970","2020-02-08 06:00:00","19.000","44.000","1.900","19.800","0.760","1020.200","","0.000","-99.000","-99.000","-99.000","20.300","","19.800",""
"C0V260","2020-02-08 06:00:00","126.000","0.000","0.200","14.400","0.990","1005.600","","0.000","-99.000","-99.000","-99.000","15.200","","13.800",""
"C0H990","2020-02-08 06:00:00","3076.000","213.000","7.200","-0.100","0.990","707.100","","0.000","-99.000","-99.000","-99.000","1.100","","-0.300",""
"C0F9K0","2020-02-08 06:00:00","30.000","25.000","5.100","14.700","0.760","1017.800","","0.000","12.800","20.000","","15.800","","14.700",""
"C0AH90","2020-02-08 06:00:00","660.000","0.000","0.100","10.700","0.940","951.300","","0.000","-99.000","-99.000","-99.000","12.000","","10.700",""
"C0W150","2020-02-08 06:00:00","42.000","34.000","4.800","12.900","0.780","1020.800","","0.000","-99.000","-99.000","-99.000","13.700","","12.900",""
"C0F000","2020-02-08 06:00:00","273.000","20.000","4.200","12.800","0.990","987.100","","0.000","-99.000","-99.000","-99.000","13.800","","12.800",""
"C0K410","2020-02-08 06:00:00","20.000","6.000","2.900","14.600","0.820","1018.100","","0.000","-99.000","-99.000","-99.000","15.600","","14.500",""
"C0R140","2020-02-08 06:00:00","740.000","322.000","1.000","16.200","0.790","938.600","","0.000","-99.000","-99.000","-99.000","16.900","","15.600",""
"C0V800","2020-02-08 06:00:00","256.000","0.000","0.100","17.600","0.970","988.900","","0.000","-99.000","-99.000","-99.000","17.800","","16.600",""
"C0S830","2020-02-08 06:00:00","288.000","171.000","0.700","16.300","0.910","991.900","","0.000","-99.000","-99.000","-99.000","16.900","","16.000",""
"C0S920","2020-02-08 06:00:00","98.000","321.000","0.300","18.600","0.860","1006.600","","0.000","-99.000","-99.000","-99.000","19.700","","18.400",""
"C0AH80","2020-02-08 06:00:00","68.000","87.000","1.900","14.200","0.820","1016.800","","0.000","-99.000","-99.000","-99.000","14.500","","14.000",""
"C0K250","2020-02-08 06:00:00","12.000","13.000","3.300","14.500","0.850","1020.500","","0.000","-99.000","-99.000","-99.000","15.800","","14.500",""
"C0R840","2020-02-08 06:00:00","536.000","39.000","6.700","15.300","-99.000","960.100","","0.500","-99.000","-99.000","-99.000","16.700","","15.300",""
"C0I410","2020-02-08 06:00:00","180.000","20.000","1.700","14.400","0.910","999.500","","0.000","-99.000","-99.000","-99.000","15.700","","14.300",""
"C0M410","2020-02-08 06:00:00","245.000","0.000","0.100","14.400","0.980","988.000","","0.000","-99.000","-99.000","-99.000","15.600","","14.300",""
"C0F9Z0","2020-02-08 06:00:00","3193.000","309.000","7.400","0.300","0.710","696.700","","0.000","21.400","282.000","","1.500","","0.200",""
"C0G810","2020-02-08 06:00:00","26.000","353.000","2.600","15.300","0.860","1017.800","","0.000","-99.000","-99.000","-99.000","16.400","","15.300",""
"C0U650","2020-02-08 06:00:00","442.000","119.000","0.400","12.300","0.970","973.900","","0.000","-99.000","-99.000","-99.000","12.800","","12.300",""
"C0D660","2020-02-08 06:00:00","65.000","56.000","2.400","14.500","0.700","1017.000","","0.000","8.500","56.000","","15.400","","14.500",""
"C0E540","2020-02-08 06:00:00","32.000","43.000","5.300","15.000","0.730","1020.500","","0.000","10.800","38.000","","15.900","","15.000",""
"C0W170","2020-02-08 06:00:00","42.000","43.000","5.900","10.300","0.760","1021.600","","0.000","11.400","33.000","","11.200","","10.300",""
"C0Z150","2020-02-08 06:00:00","27.000","40.000","5.900","18.700","0.730","1021.000","","0.000","12.000","34.000","","19.200","","16.700",""
"C0S840","2020-02-08 06:00:00","22.000","360.000","1.900","20.100","0.800","1021.800","","0.500","-99.000","-99.000","-99.000","21.100","","19.800",""
"C0H9A0","2020-02-08 06:00:00","1595.000","223.000","0.700","10.200","0.720","850.700","","0.000","-99.000","-99.000","-99.000","10.700","","9.300",""
"C0Z300","2020-02-08 06:00:00","182.000","76.000","0.900","15.600","0.990","1004.000","","0.500","-99.000","-99.000","-99.000","17.000","","15.500",""
"C0G730","2020-02-08 06:00:00","27.000","12.000","5.400","14.700","0.920","1019.400","","0.000","-99.000","-99.000","-99.000","15.800","","14.600",""
"C0V730","2020-02-08 06:00:00","33.000","356.000","1.000","15.500","0.990","1017.400","","0.000","-99.000","-99.000","-99.000","16.500","","15.400",""
"C0SA00","2020-02-08 06:00:00","466.000","99.000","2.300","15.600","0.970","969.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.600",""
"C0S900","2020-02-08 06:00:00","27.000","31.000","3.200","20.800","0.790","1019.500","","2.000","10.200","43.000","","21.700","","20.800",""
"C0C480","2020-02-08 06:00:00","105.000","127.000","0.600","14.200","0.740","1012.900","","0.000","-99.000","-99.000","-99.000","15.100","","14.200",""
"C0V720","2020-02-08 06:00:00","15.000","61.000","1.300","16.500","0.910","1019.100","","0.000","-99.000","-99.000","-99.000","17.900","","16.200",""
"C0UA60","2020-02-08 06:00:00","566.000","4.000","4.500","11.700","0.920","957.700","","0.000","-99.000","-99.000","-99.000","12.600","","11.700",""
"C0A980","2020-02-08 06:00:00","11.000","23.000","2.900","15.200","0.710","1025.000","","0.000","-99.000","-99.000","-99.000","16.000","","15.100",""
"C0C670","2020-02-08 06:00:00","250.000","5.000","2.400","12.500","0.800","995.800","","0.000","7.900","27.000","","13.200","","12.500",""
"C0K550","2020-02-08 06:00:00","15.000","349.000","2.700","14.700","0.820","1020.100","","0.000","-99.000","-99.000","-99.000","15.800","","14.700",""
"C0R350","2020-02-08 06:00:00","35.000","53.000","6.700","20.800","0.830","1016.800","","0.000","12.500","49.000","","21.500","","20.400",""
"C0A550","2020-02-08 06:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-08 06:00:00","31.000","349.000","3.900","14.700","0.820","1019.000","","0.000","-99.000","-99.000","-99.000","15.800","","14.700",""
"C0Z270","2020-02-08 06:00:00","343.000","10.000","1.100","14.100","0.990","984.600","","5.000","-99.000","-99.000","-99.000","15.400","","14.100",""
"C0UA30","2020-02-08 06:00:00","1397.000","0.000","0.000","7.300","1.000","867.000","","2.500","-99.000","-99.000","-99.000","8.000","","7.000",""
"C0I080","2020-02-08 06:00:00","536.000","0.000","0.000","12.700","0.960","961.900","","0.000","-99.000","-99.000","-99.000","13.700","","12.600",""
"C0UA00","2020-02-08 06:00:00","392.000","0.000","0.000","12.900","0.980","979.900","","0.000","-99.000","-99.000","-99.000","13.500","","12.800",""
"C0AD40","2020-02-08 06:00:00","32.000","75.000","1.000","14.100","0.840","1021.700","","0.000","-99.000","-99.000","-99.000","15.100","","14.000",""
"C0G900","2020-02-08 06:00:00","20.000","24.000","6.300","15.500","0.820","1018.200","","0.000","16.500","26.000","","16.500","","15.500",""
"C0S660","2020-02-08 06:00:00","794.000","120.000","1.100","13.400","1.000","934.400","","0.000","-99.000","-99.000","-99.000","14.600","","13.400",""
"C0M640","2020-02-08 06:00:00","155.000","24.000","0.400","14.300","0.990","1002.200","","0.000","-99.000","-99.000","-99.000","14.900","","14.200",""
"C0R660","2020-02-08 06:00:00","20.000","43.000","1.600","16.300","0.930","1019.100","","0.000","-99.000","-99.000","-99.000","18.400","","16.200",""
"C0UA10","2020-02-08 06:00:00","1711.000","0.000","0.000","5.500","1.000","837.200","","0.500","-99.000","-99.000","-99.000","6.700","","5.400",""
"C0V770","2020-02-08 06:00:00","26.000","17.000","1.000","15.000","0.920","1017.400","","0.000","-99.000","-99.000","-99.000","15.700","","15.000",""
"C0E730","2020-02-08 06:00:00","26.000","31.000","2.300","14.800","0.710","1019.800","","0.000","8.400","26.000","","15.700","","14.800",""
"C0V810","2020-02-08 06:00:00","32.000","352.000","2.200","15.000","1.000","1015.900","","0.000","-99.000","-99.000","-99.000","15.700","","15.000",""
"C0A9C0","2020-02-08 06:00:00","35.000","20.000","1.700","15.200","0.740","1021.800","","0.000","7.500","23.000","","16.600","","15.000",""
"C0X310","2020-02-08 06:00:00","9.000","10.000","7.400","15.300","0.820","1020.900","","0.000","-99.000","-99.000","-99.000","16.500","","15.300",""
"C0K280","2020-02-08 06:00:00","23.000","351.000","4.100","14.900","0.840","1021.100","","0.000","-99.000","-99.000","-99.000","16.100","","14.800",""
"C0M650","2020-02-08 06:00:00","20.000","356.000","3.100","14.500","0.850","1019.300","","0.000","-99.000","-99.000","-99.000","15.600","","14.500",""
"C0S910","2020-02-08 06:00:00","212.000","105.000","1.100","19.500","0.990","998.100","","0.000","11.700","16.000","","20.300","","19.400",""
"C0D570","2020-02-08 06:00:00","15.000","11.000","1.700","14.600","0.740","1023.000","","0.000","-99.000","-99.000","-99.000","15.500","","14.600",""
"C0M710","2020-02-08 06:00:00","15.000","1.000","5.500","15.100","0.810","1019.800","","0.000","-99.000","-99.000","-99.000","16.200","","15.000",""
"C0V490","2020-02-08 06:00:00","20.000","11.000","1.100","15.700","0.990","1018.500","","0.000","-99.000","-99.000","-99.000","16.500","","15.700",""
"C0E870","2020-02-08 06:00:00","34.000","32.000","3.500","14.900","0.720","1021.900","","0.000","10.800","24.000","","15.800","","14.900",""
"C0M800","2020-02-08 06:00:00","440.000","71.000","0.700","15.400","0.870","970.100","","0.000","-99.000","-99.000","-99.000","15.800","","14.700",""
"C0A570","2020-02-08 06:00:00","360.000","92.000","0.700","11.900","0.960","983.700","","1.500","-99.000","-99.000","-99.000","12.900","","11.600",""
"C0S790","2020-02-08 06:00:00","236.000","346.000","0.800","16.300","0.930","997.100","","0.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0D590","2020-02-08 06:00:00","143.000","46.000","4.800","13.500","0.740","1008.700","","0.000","12.600","32.000","","14.700","","13.400",""
"C0U990","2020-02-08 06:00:00","31.000","8.000","2.900","15.900","0.720","1022.200","","0.000","-99.000","-99.000","-99.000","16.400","","15.800",""
"C0M700","2020-02-08 06:00:00","150.000","93.000","0.400","14.800","0.980","1003.700","","0.000","-99.000","-99.000","-99.000","15.200","","14.600",""
"C0A970","2020-02-08 06:00:00","96.000","12.000","9.100","15.300","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"CM0110","2020-02-08 06:00:00","7.000","34.000","5.900","15.500","0.710","1021.600","","-99.000","11.800","52.000","","16.500","","15.500",""
"C0S940","2020-02-08 06:00:00","150.000","14.000","1.700","17.100","0.880","1005.800","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0X250","2020-02-08 06:00:00","33.000","12.000","2.600","14.500","0.890","1016.900","","0.000","-99.000","-99.000","-99.000","15.600","","14.500",""
"C0K520","2020-02-08 06:00:00","10.000","5.000","2.500","15.000","0.830","1019.500","","0.000","-99.000","-99.000","-99.000","16.200","","15.000",""
"C0Z200","2020-02-08 06:00:00","153.000","80.000","0.900","15.900","0.990","1007.200","","1.000","-99.000","-99.000","-99.000","16.400","","15.700",""
"C0V740","2020-02-08 06:00:00","60.000","342.000","1.600","15.100","1.000","1014.600","","0.000","-99.000","-99.000","-99.000","15.500","","15.000",""
"C0V790","2020-02-08 06:00:00","410.000","30.000","1.900","16.900","0.790","972.200","","0.000","-99.000","-99.000","-99.000","18.100","","16.300",""
"C0G860","2020-02-08 06:00:00","45.000","6.000","0.700","14.600","0.890","1014.500","","0.000","-99.000","-99.000","-99.000","15.800","","14.500",""
"C0F0A0","2020-02-08 06:00:00","3587.000","-99.000","-99.000","-3.700","0.980","662.600","","0.000","-99.000","-99.000","-99.000","-2.500","","-3.700",""
"C0Z250","2020-02-08 06:00:00","1124.000","335.000","0.300","10.600","0.990","897.100","","6.000","-99.000","-99.000","-99.000","11.800","","10.600",""
"C0K440","2020-02-08 06:00:00","35.000","343.000","4.600","14.400","0.980","1017.500","","0.000","-99.000","-99.000","-99.000","15.400","","14.300",""
"C0T900","2020-02-08 06:00:00","160.000","194.000","0.500","15.100","0.930","1003.900","","1.000","-99.000","-99.000","-99.000","15.900","","15.100",""
"C0F9V0","2020-02-08 06:00:00","525.000","75.000","0.600","12.000","1.000","960.200","","0.000","-99.000","-99.000","-99.000","13.100","","12.000",""
"C0UA20","2020-02-08 06:00:00","2619.000","202.000","2.400","2.200","0.900","-99.000","","0.000","-99.000","-99.000","-99.000","3.900","","2.200",""
"C0M850","2020-02-08 06:00:00","695.000","71.000","1.300","15.900","0.740","940.200","","0.000","-99.000","-99.000","-99.000","15.900","","14.700",""
"C0I360","2020-02-08 06:00:00","300.000","110.000","1.900","14.800","0.900","984.800","","0.000","-99.000","-99.000","-99.000","15.200","","13.800",""
"C0M810","2020-02-08 06:00:00","1354.000","162.000","0.800","13.900","0.600","870.800","","0.000","-99.000","-99.000","-99.000","13.900","","11.800",""
"C0AC80","2020-02-08 06:00:00","40.000","42.000","1.000","14.200","0.820","1020.200","","0.000","-99.000","-99.000","-99.000","14.800","","14.200",""
"CM0140","2020-02-08 06:00:00","26.000","55.000","1.700","18.900","0.720","1020.600","","0.000","-99.000","-99.000","-99.000","18.900","","17.900",""
"C0SA20","2020-02-08 06:00:00","857.000","4.000","3.000","12.500","1.000","925.700","","0.000","-99.000","-99.000","-99.000","13.900","","12.500",""
"C0K490","2020-02-08 06:00:00","91.000","22.000","0.900","15.000","0.900","1009.800","","0.000","-99.000","-99.000","-99.000","15.600","","14.900",""
"C0V820","2020-02-08 06:00:00","441.000","50.000","2.100","16.700","0.750","971.600","","0.000","-99.000","-99.000","-99.000","16.700","","14.400",""
"C0S810","2020-02-08 06:00:00","65.000","15.000","1.700","18.400","0.790","1017.900","","0.000","-99.000","-99.000","-99.000","18.700","","18.200",""
"C0R580","2020-02-08 06:00:00","10.000","332.000","1.000","15.500","0.970","1019.500","","0.000","-99.000","-99.000","-99.000","17.100","","15.500",""
